ProductID,ProductCategory,ProductBrand,ProductPrice,CustomerAge,CustomerGender,PurchaseFrequency,CustomerSatisfaction,PurchaseIntent
6938,Smart Watches,Samsung,2141.221683,58,0,7,2,0
6939,Smart Watches,Samsung,2618.600471,53,1,12,1,1
6940,Smartphones,Sony,865.5383796,63,1,12,1,1
6941,Laptops,Other Brands,1603.66402,20,1,8,1,0
6942,Laptops,Sony,1031.328855,68,1,2,5,1
6943,Headphones,HP,1747.584473,61,1,3,5,1
6944,Smartphones,Other Brands,2516.365356,24,0,5,2,0
6945,Laptops,Samsung,2774.146066,25,1,14,4,1
6946,Headphones,Apple,486.4015831,49,1,12,5,1
6947,Laptops,Apple,891.8031277,56,1,4,3,1
6948,Laptops,Samsung,645.907628,21,1,6,4,1
6949,Laptops,Sony,2488.090595,32,1,5,4,1
6950,Smart Watches,Sony,2610.486491,50,1,15,1,1
6951,Smartphones,Apple,1752.236171,39,1,18,2,1
6952,Smart Watches,Apple,1480.911699,21,1,18,4,1
6953,Laptops,HP,969.1369525,55,0,8,3,0
6954,Headphones,Sony,261.7696018,44,0,16,4,1
6955,Smartphones,HP,2528.626814,53,0,14,2,0
6956,Headphones,Apple,2801.649693,54,1,15,4,1
6957,Smartphones,HP,204.1185495,24,0,5,5,0
6958,Laptops,Sony,877.2483399,67,1,8,4,1
6959,Smart Watches,Other Brands,648.0626195,21,1,3,2,0
6960,Smart Watches,Other Brands,663.4647577,26,1,9,4,1
6961,Tablets,Samsung,1772.613998,24,1,10,1,0
6962,Tablets,Other Brands,2860.60773,58,0,19,4,1
6963,Smart Watches,Sony,1519.100816,37,0,17,1,0
6964,Smartphones,Other Brands,1048.676111,61,0,11,2,0
6965,Smart Watches,Sony,2887.605564,36,1,18,5,1
6966,Smart Watches,Other Brands,1917.042934,32,0,10,4,1
6967,Headphones,Sony,2318.654669,64,0,7,3,0
6968,Smart Watches,Apple,2936.696199,47,0,4,2,0
6969,Smartphones,Apple,736.9021319,59,1,11,5,1
6970,Smartphones,HP,944.6659432,40,1,18,4,1
6971,Tablets,Apple,2336.556668,48,0,3,1,0
6972,Smart Watches,HP,2114.910535,60,1,19,3,1
6973,Smartphones,Other Brands,1691.290889,28,1,11,1,0
6974,Tablets,Apple,411.1391017,64,1,1,5,1
6975,Laptops,HP,442.3308237,26,1,6,5,1
6976,Laptops,Samsung,1647.608691,40,0,1,5,1
6977,Smartphones,Apple,972.9139267,59,0,4,1,0
6978,Smartphones,HP,666.0715578,29,0,10,2,0
6979,Tablets,Other Brands,1035.994336,62,1,8,3,1
6980,Laptops,Other Brands,344.964985,28,1,12,4,1
6981,Tablets,HP,2417.212305,66,1,5,5,1
6982,Tablets,Apple,1381.506207,41,1,1,3,1
6983,Laptops,Samsung,2925.777379,48,1,15,3,1
6984,Smart Watches,Samsung,2858.130249,63,0,13,1,0
6985,Smart Watches,Sony,180.1062872,69,1,5,1,1
6986,Headphones,HP,2253.979997,42,1,12,3,1
6987,Headphones,Samsung,2523.360243,53,1,9,1,1
6988,Tablets,Sony,799.014897,20,1,2,4,1
6989,Headphones,Sony,2018.314438,63,0,3,4,1
6990,Headphones,HP,1229.790747,65,0,15,1,0
6991,Tablets,Apple,1559.850848,21,1,15,2,0
6992,Smart Watches,Other Brands,1957.971848,21,0,3,4,0
6993,Headphones,Apple,2731.299617,30,0,17,3,0
6994,Smart Watches,Apple,2134.593274,46,0,13,1,0
6995,Laptops,Apple,1778.696079,53,1,8,2,1
6996,Smartphones,Sony,793.2696738,61,0,3,3,0
6997,Smartphones,Sony,1500.789761,58,0,4,2,0
6998,Smartphones,Sony,761.1346554,19,0,14,5,0
6999,Laptops,Other Brands,439.7876268,38,1,7,3,1
7000,Headphones,Other Brands,558.1995472,38,0,17,5,1
7001,Smart Watches,Samsung,260.3050361,62,1,19,1,1
7002,Laptops,HP,469.138219,55,0,15,1,0
7003,Smartphones,HP,1126.792376,29,1,15,3,0
7004,Laptops,Apple,531.949645,19,1,4,2,0
7005,Smartphones,Sony,799.9108874,54,0,19,1,0
7006,Laptops,Apple,2164.128329,36,1,16,5,1
7007,Smart Watches,HP,700.7409657,27,1,7,2,0
7008,Smart Watches,Apple,1086.016388,67,0,1,3,0
7009,Smart Watches,Apple,1842.355286,42,1,3,1,1
7010,Tablets,Other Brands,585.3072395,59,1,9,2,1
7011,Smartphones,HP,479.3742294,45,1,1,2,1
7012,Tablets,Sony,312.7998902,50,0,3,5,1
7013,Headphones,Other Brands,475.7757543,30,1,16,5,1
7014,Smart Watches,Apple,1439.72597,49,1,17,5,1
7015,Headphones,Samsung,1172.302411,32,0,19,4,1
7016,Smart Watches,Samsung,2183.0039,26,0,15,4,0
7017,Laptops,Sony,2891.277143,42,0,15,4,1
7018,Laptops,Other Brands,2101.637743,18,0,5,2,0
7019,Tablets,HP,749.4482378,65,0,10,5,1
7020,Headphones,HP,1302.55333,51,0,11,2,0
7021,Smart Watches,Sony,1028.484925,42,1,16,1,1
7022,Laptops,Other Brands,270.1259602,27,0,15,5,0
7023,Tablets,Other Brands,1723.626417,20,0,16,5,0
7024,Tablets,Sony,2432.04649,39,0,4,2,0
7025,Smartphones,Other Brands,1192.170328,44,0,6,3,0
7026,Smart Watches,HP,1395.186817,55,1,15,1,1
7027,Smartphones,Other Brands,1850.009469,33,0,2,1,0
7028,Tablets,Other Brands,1014.247609,28,1,6,2,0
7029,Laptops,Samsung,2988.625371,24,0,16,3,0
7030,Laptops,Other Brands,244.469587,62,0,2,5,1
7031,Smartphones,Samsung,2571.682754,54,0,15,4,1
7032,Smart Watches,HP,2145.872293,58,0,10,5,1
7033,Smart Watches,Apple,727.2434721,23,1,2,4,1
7034,Smart Watches,Samsung,2982.528117,51,1,7,2,1
7035,Laptops,HP,616.827882,51,0,9,2,0
7036,Smartphones,HP,1123.578976,60,1,4,5,1
7037,Smartphones,Apple,700.0442841,31,1,10,2,1
7038,Smartphones,Apple,1523.714819,21,0,11,2,0
7039,Tablets,Samsung,2660.768815,43,0,12,3,0
7040,Tablets,HP,840.0134163,58,0,2,3,0
7041,Tablets,HP,400.0196367,48,0,4,3,0
7042,Tablets,Other Brands,2371.049859,63,0,6,1,0
7043,Smart Watches,HP,2197.489142,31,1,9,3,1
7044,Smartphones,Samsung,352.9050714,64,1,18,4,1
7045,Tablets,Sony,980.0599987,23,0,3,5,0
7046,Smart Watches,Other Brands,1194.874566,67,0,8,4,1
7047,Smart Watches,Other Brands,2758.238083,47,1,15,5,1
7048,Smartphones,Samsung,1916.085342,60,0,12,3,0
7049,Tablets,HP,1857.133023,18,0,13,5,0
7050,Laptops,Sony,2104.793896,39,1,9,3,1
7051,Tablets,Samsung,1152.017872,43,0,10,1,0
7052,Smart Watches,HP,2705.194313,22,0,5,2,0
7053,Tablets,Other Brands,1949.187372,39,1,5,1,1
7054,Headphones,Samsung,104.9784678,64,1,9,1,1
7055,Smartphones,Apple,1201.6258,58,1,7,3,1
7056,Laptops,Samsung,297.7509801,42,1,4,4,1
7057,Headphones,Sony,775.2342361,58,1,13,4,1
7058,Headphones,Samsung,2136.398563,30,1,13,3,0
7059,Smartphones,Other Brands,1105.975277,56,0,4,5,1
7060,Headphones,Apple,2821.407126,64,1,15,4,1
7061,Tablets,Samsung,2220.520204,60,0,15,1,0
7062,Laptops,Other Brands,2779.458153,52,1,2,3,1
7063,Tablets,Other Brands,2171.408792,67,0,13,4,1
7064,Smart Watches,Samsung,2941.712819,22,0,5,2,0
7065,Laptops,HP,354.6452648,46,1,7,1,1
7066,Smart Watches,Other Brands,882.2786692,58,0,6,1,0
7067,Laptops,Sony,525.7040231,59,0,19,4,1
7068,Tablets,HP,2699.29647,33,1,2,2,1
7069,Laptops,Sony,1426.689737,33,0,13,2,0
7070,Headphones,HP,991.0274645,57,1,15,1,1
7071,Tablets,Apple,2335.639794,21,1,16,4,1
7072,Smart Watches,HP,2706.380776,65,0,10,3,0
7073,Laptops,Samsung,229.1745101,27,0,5,5,0
7074,Smartphones,HP,2159.107763,55,1,8,2,1
7075,Smartphones,Other Brands,399.0589615,47,0,17,2,0
7076,Smartphones,Apple,1339.722752,40,0,12,1,0
7077,Headphones,HP,1995.423636,23,0,6,1,0
7078,Tablets,HP,1180.800648,68,0,17,3,0
7079,Laptops,Apple,2344.019164,54,1,1,1,1
7080,Laptops,Other Brands,1352.708365,29,0,14,4,0
7081,Smart Watches,HP,1134.089821,27,0,14,1,0
7082,Laptops,Sony,982.8162875,61,1,15,4,1
7083,Laptops,Sony,2616.148907,25,1,11,2,0
7084,Smart Watches,HP,2176.228768,50,0,6,4,1
7085,Smartphones,Samsung,926.0793142,40,1,13,1,1
7086,Headphones,Sony,232.5288412,29,0,16,5,0
7087,Smart Watches,HP,144.4365814,47,1,13,3,1
7088,Smart Watches,Apple,2471.897576,54,0,19,3,0
7089,Tablets,Sony,2265.529187,27,1,15,2,0
7090,Smartphones,HP,2259.895922,27,0,18,5,0
7091,Headphones,Other Brands,2673.62393,47,1,11,5,1
7092,Smartphones,HP,1687.086915,55,0,10,1,0
7093,Smartphones,Other Brands,1180.878585,64,1,11,4,1
7094,Smartphones,Apple,2989.034379,31,1,14,5,1
7095,Tablets,Other Brands,2050.497168,24,1,6,3,0
7096,Laptops,Samsung,2070.174656,29,0,6,2,0
7097,Smartphones,Samsung,2015.66286,31,1,1,5,1
7098,Smartphones,Sony,1400.417898,36,1,11,2,1
7099,Tablets,HP,2087.101579,44,1,15,1,1
7100,Smart Watches,Samsung,2012.894381,66,0,10,1,0
7101,Tablets,Sony,2575.744782,52,1,6,1,1
7102,Laptops,Apple,396.5587353,48,0,10,1,0
7103,Smart Watches,Other Brands,2298.928874,31,0,12,1,0
7104,Laptops,Samsung,812.0746528,27,1,15,5,1
7105,Laptops,Sony,730.2314875,50,0,19,2,0
7106,Smartphones,Other Brands,145.7375825,62,1,5,2,1
7107,Smartphones,Apple,658.0579833,69,1,6,1,1
7108,Headphones,Samsung,599.4276295,61,1,15,1,1
7109,Smartphones,Samsung,727.6887374,19,0,17,3,0
7110,Laptops,Other Brands,1535.619722,27,0,13,5,0
7111,Tablets,Apple,284.471144,37,1,5,2,1
7112,Tablets,Other Brands,2845.501991,59,1,11,3,1
7113,Smartphones,Sony,361.8290993,38,0,3,1,0
7114,Laptops,Other Brands,1919.404554,48,0,4,2,0
7115,Smartphones,Other Brands,1772.826482,65,1,1,2,1
7116,Laptops,Apple,1603.419591,23,1,15,2,0
7117,Tablets,Samsung,2492.844193,47,1,14,4,1
7118,Smartphones,Apple,1075.234307,63,1,19,5,1
7119,Headphones,Sony,817.1219632,68,0,6,2,0
7120,Tablets,Apple,199.8917387,26,0,12,5,0
7121,Tablets,Samsung,482.153024,52,1,13,2,1
7122,Headphones,Apple,1525.989238,48,1,9,4,1
7123,Smartphones,Sony,692.898531,69,0,8,1,0
7124,Headphones,HP,1855.880222,59,1,12,5,1
7125,Laptops,Other Brands,1420.650756,29,0,1,4,0
7126,Smart Watches,HP,2023.887334,20,0,14,5,0
7127,Tablets,HP,1769.238654,31,1,4,2,1
7128,Tablets,Apple,2510.141521,38,1,12,3,1
7129,Headphones,Apple,842.2361984,60,1,10,5,1
7130,Smart Watches,Samsung,1264.222596,31,1,19,2,1
7131,Smart Watches,Other Brands,2527.273757,68,1,6,3,1
7132,Laptops,HP,1897.674506,25,1,2,1,0
7133,Smart Watches,Apple,2002.468804,44,1,12,2,1
7134,Headphones,Samsung,1822.296218,50,1,13,1,1
7135,Laptops,Sony,895.2629235,38,0,14,2,0
7136,Smart Watches,Sony,2036.523399,38,0,19,5,1
7137,Laptops,Other Brands,2568.193708,58,0,3,1,0
7138,Smartphones,Sony,2789.041553,68,0,19,5,1
7139,Tablets,HP,1008.135787,21,1,9,1,0
7140,Tablets,Other Brands,2331.307551,21,1,11,3,0
7141,Tablets,Samsung,2477.146955,41,0,17,4,1
7142,Smart Watches,Other Brands,1180.263869,23,1,12,1,0
7143,Tablets,Samsung,1719.345334,28,1,4,5,1
7144,Smart Watches,Samsung,456.9085668,40,1,7,3,1
7145,Headphones,HP,2794.320231,38,1,6,1,1
7146,Smartphones,HP,1552.805938,34,0,10,2,0
7147,Laptops,Apple,1790.895156,67,0,6,2,0
7148,Headphones,HP,131.5232819,67,1,12,4,1
7149,Laptops,Samsung,2099.357508,40,1,16,3,1
7150,Laptops,Samsung,1049.982101,55,0,19,1,0
7151,Laptops,Samsung,1597.94757,48,0,6,1,0
7152,Smartphones,Apple,372.1010623,30,1,6,2,0
7153,Smartphones,Other Brands,2017.923703,65,1,19,5,1
7154,Laptops,Samsung,197.8369194,60,1,18,5,1
7155,Tablets,Samsung,2423.626459,32,1,15,5,1
7156,Smartphones,HP,960.7215973,36,0,6,4,1
7157,Laptops,Apple,2116.994192,44,0,5,1,0
7158,Tablets,HP,790.6536822,60,1,3,1,1
7159,Headphones,Sony,2593.590247,31,0,4,1,0
7160,Laptops,Other Brands,713.9002802,39,1,14,5,1
7161,Laptops,Samsung,536.1764438,44,1,1,3,1
7162,Laptops,Sony,2198.33272,24,1,8,2,0
7163,Tablets,Apple,1111.597002,51,1,18,1,1
7164,Laptops,HP,1522.265254,50,1,19,2,1
7165,Laptops,HP,2374.455391,43,0,5,1,0
7166,Headphones,Sony,261.4431336,69,1,8,2,1
7167,Laptops,Apple,1649.119607,18,1,12,1,0
7168,Tablets,HP,347.9525284,26,1,7,2,0
7169,Laptops,HP,1042.477517,62,0,19,2,0
7170,Smartphones,Sony,866.1334143,23,1,11,5,1
7171,Laptops,Apple,1827.322493,38,1,14,2,1
7172,Headphones,HP,2444.449834,45,0,19,5,1
7173,Smart Watches,Samsung,1053.964067,20,0,15,4,0
7174,Laptops,Sony,2870.801201,43,1,13,2,1
7175,Headphones,Sony,1940.454675,44,1,2,2,1
7176,Laptops,Other Brands,1910.683744,39,0,4,4,1
7177,Laptops,HP,2450.011608,27,0,5,5,0
7178,Laptops,Samsung,2948.772009,36,0,13,1,0
7179,Headphones,Other Brands,2160.916682,59,0,19,1,0
7180,Tablets,HP,982.0066932,52,0,14,1,0
7181,Smart Watches,HP,309.0574067,27,0,14,1,0
7182,Smartphones,Sony,2343.076851,20,0,5,2,0
7183,Laptops,HP,1492.385004,56,0,10,2,0
7184,Tablets,HP,664.0042471,36,0,7,2,0
7185,Laptops,Samsung,430.2145262,38,1,3,5,1
7186,Smartphones,Other Brands,2289.838182,34,0,4,1,0
7187,Smart Watches,HP,1126.102143,36,1,7,2,1
7188,Headphones,HP,2218.410594,22,1,4,1,0
7189,Tablets,Other Brands,255.7661972,44,0,4,5,1
7190,Headphones,Other Brands,1214.105041,42,0,18,5,1
7191,Laptops,Other Brands,1403.484704,63,1,12,3,1
7192,Laptops,HP,1833.79685,30,0,3,1,0
7193,Smart Watches,Samsung,1420.422596,60,0,7,3,0
7194,Laptops,Sony,915.3789376,18,1,19,5,1
7195,Smart Watches,Other Brands,1182.05042,50,0,8,5,1
7196,Laptops,Sony,1260.683504,52,1,2,4,1
7197,Headphones,HP,2159.832638,31,0,7,3,0
7198,Smart Watches,Sony,2538.85908,61,0,4,4,1
7199,Laptops,Other Brands,1802.065453,23,0,2,2,0
7200,Smartphones,Sony,343.4042291,22,0,9,2,0
7201,Smartphones,Sony,2086.635167,18,1,13,5,1
7202,Tablets,Sony,202.2125688,57,0,4,5,1
7203,Smartphones,HP,2957.929031,42,0,5,2,0
7204,Tablets,Apple,1530.495962,30,0,9,5,0
7205,Smartphones,Sony,679.1617194,48,1,2,4,1
7206,Tablets,Other Brands,2776.614226,51,1,7,1,1
7207,Laptops,Apple,1717.361018,52,0,12,5,1
7208,Tablets,Apple,1867.252075,36,1,12,4,1
7209,Headphones,Sony,915.1699334,48,1,14,1,1
7210,Smart Watches,HP,1988.518878,68,1,4,4,1
7211,Laptops,HP,2493.447628,69,1,2,2,1
7212,Tablets,Sony,386.3128177,32,0,10,1,0
7213,Tablets,Sony,1471.910019,18,1,12,5,1
7214,Headphones,Samsung,328.0311644,41,0,9,5,1
7215,Tablets,Other Brands,2255.185524,28,1,17,1,0
7216,Tablets,Samsung,1501.838212,52,0,15,3,0
7217,Smartphones,Sony,1345.34279,25,1,3,2,0
7218,Laptops,Samsung,1507.220329,34,0,18,2,0
7219,Headphones,Sony,2197.628682,42,0,14,4,1
7220,Headphones,Sony,162.7351846,26,0,19,4,0
7221,Tablets,Apple,1739.991193,39,0,15,2,0
7222,Smart Watches,HP,2637.736204,62,1,19,4,1
7223,Laptops,Other Brands,2659.804003,54,0,5,3,0
7224,Smart Watches,Samsung,1749.261201,24,0,18,2,0
7225,Laptops,Apple,2006.928546,62,0,15,2,0
7226,Smart Watches,Other Brands,2708.412171,49,1,8,4,1
7227,Headphones,Other Brands,176.9879995,59,0,7,5,1
7228,Headphones,Other Brands,1339.745544,39,0,17,4,1
7229,Laptops,Other Brands,1869.766279,53,1,12,3,1
7230,Smart Watches,Other Brands,621.9829348,40,1,11,4,1
7231,Laptops,HP,2035.091797,49,0,3,3,0
7232,Tablets,Sony,773.979735,21,0,10,4,0
7233,Smartphones,Samsung,2545.0104,62,1,3,1,1
7234,Tablets,Sony,2377.937217,21,1,12,5,1
7235,Smart Watches,Other Brands,503.7309478,39,1,14,4,1
7236,Smartphones,Other Brands,1078.181883,23,1,13,1,0
7237,Smart Watches,HP,1219.352153,45,0,7,4,1
7238,Tablets,Samsung,2825.240924,61,1,17,4,1
7239,Headphones,Samsung,2538.247741,46,0,3,1,0
7240,Smart Watches,Other Brands,1067.458831,25,0,9,4,0
7241,Tablets,Sony,732.6435503,54,0,14,1,0
7242,Smartphones,Samsung,1592.701402,43,0,19,1,0
7243,Smartphones,Other Brands,2593.98687,62,0,15,4,1
7244,Smart Watches,Other Brands,1653.314285,67,1,8,5,1
7245,Tablets,Other Brands,537.4032659,24,0,13,4,0
7246,Laptops,Samsung,476.5278985,28,1,5,1,0
7247,Smartphones,Samsung,1899.331509,69,1,8,3,1
7248,Laptops,Sony,2485.322919,62,0,6,1,0
7249,Smartphones,HP,1330.239693,51,0,16,2,0
7250,Smartphones,Samsung,313.6609159,25,1,8,1,0
7251,Tablets,Other Brands,2019.571883,40,1,12,2,1
7252,Tablets,Samsung,1981.092189,23,0,9,5,0
7253,Tablets,Apple,900.656071,29,1,18,1,0
7254,Laptops,HP,2107.256724,49,1,1,1,1
7255,Laptops,Other Brands,278.3711789,31,0,12,2,0
7256,Tablets,HP,2239.832736,51,1,11,5,1
7257,Headphones,Apple,225.3231567,58,1,13,4,1
7258,Headphones,Sony,324.8034006,59,1,17,5,1
7259,Headphones,Samsung,2234.741201,48,1,5,3,1
7260,Tablets,HP,2825.202949,35,1,1,4,1
7261,Laptops,HP,2542.032425,28,1,16,2,0
7262,Smartphones,HP,333.7249645,20,1,8,2,0
7263,Tablets,Apple,1759.523537,20,0,11,4,0
7264,Smartphones,Samsung,956.6591191,35,0,8,1,0
7265,Tablets,Sony,103.7848203,65,1,7,5,1
7266,Smartphones,Samsung,2276.092664,40,1,16,4,1
7267,Smart Watches,Apple,688.7776488,29,1,7,3,0
7268,Smartphones,Samsung,2395.18137,26,0,17,5,0
7269,Tablets,Samsung,2588.498543,37,1,11,1,1
7270,Smartphones,Sony,376.8639114,67,1,12,1,1
7271,Smartphones,HP,716.5771804,32,1,12,5,1
7272,Smart Watches,Apple,1724.150017,37,1,17,3,1
7273,Smart Watches,Apple,1301.179611,36,0,3,5,1
7274,Smart Watches,Samsung,2170.693762,49,1,2,2,1
7275,Smart Watches,Other Brands,2690.053995,29,1,9,2,0
7276,Smart Watches,HP,2169.168542,65,1,8,4,1
7277,Smart Watches,Sony,2382.230984,59,0,7,2,0
7278,Smart Watches,Sony,2576.795767,56,0,8,3,0
7279,Smartphones,Other Brands,2066.144207,33,1,10,5,1
7280,Headphones,Sony,1674.837678,50,0,16,1,0
7281,Smart Watches,Sony,2146.595625,49,1,12,5,1
7282,Tablets,Samsung,435.7831911,37,0,11,3,0
7283,Tablets,Apple,571.1621489,61,1,1,4,1
7284,Smart Watches,Samsung,230.8358231,22,1,7,4,1
7285,Smartphones,Apple,711.5877009,53,0,14,2,0
7286,Laptops,Apple,1890.93261,53,0,7,2,0
7287,Laptops,Other Brands,1431.482314,28,1,17,1,0
7288,Smartphones,Sony,654.3988768,64,1,17,3,1
7289,Tablets,Other Brands,421.3211569,65,0,17,1,0
7290,Smart Watches,HP,2377.666649,29,0,12,4,0
7291,Smartphones,HP,653.112961,38,1,17,3,1
7292,Smart Watches,Samsung,2280.427966,28,1,9,2,0
7293,Tablets,HP,2628.363569,39,0,4,3,0
7294,Smart Watches,HP,1459.704136,46,1,7,5,1
7295,Smart Watches,HP,1914.227975,57,1,15,3,1
7296,Smart Watches,Sony,1897.675994,42,0,5,1,0
7297,Tablets,Samsung,1369.948151,38,1,7,3,1
7298,Smartphones,Samsung,916.9045568,69,1,14,4,1
7299,Tablets,Other Brands,126.1509552,38,0,18,5,1
7300,Smartphones,Apple,494.7382063,48,0,11,5,1
7301,Laptops,Apple,1311.64049,34,0,6,2,0
7302,Smart Watches,Apple,1802.12442,56,0,12,3,0
7303,Smart Watches,Apple,543.4711629,50,0,4,1,0
7304,Smartphones,Samsung,1190.965305,66,0,17,4,1
7305,Headphones,Sony,355.7255567,18,0,2,4,0
7306,Smart Watches,Other Brands,2237.162769,49,1,8,2,1
7307,Smartphones,Apple,2469.042471,29,0,11,3,0
7308,Smart Watches,Other Brands,1212.506718,67,1,7,1,1
7309,Laptops,Sony,1830.135199,59,1,9,1,1
7310,Tablets,Apple,1861.957395,18,1,18,4,1
7311,Headphones,HP,1217.842025,52,0,11,3,0
7312,Smartphones,Apple,2030.723619,63,1,15,1,1
7313,Headphones,HP,236.1494932,26,1,7,5,1
7314,Laptops,Sony,2121.109501,19,0,11,3,0
7315,Tablets,HP,145.463263,64,1,18,2,1
7316,Smart Watches,Apple,493.2445942,63,1,9,1,1
7317,Laptops,Sony,260.2048904,48,1,5,2,1
7318,Smart Watches,Samsung,2509.430849,38,1,8,3,1
7319,Smartphones,Apple,316.45828,35,1,14,5,1
7320,Laptops,HP,402.4520449,24,0,12,4,0
7321,Laptops,Apple,2786.913737,51,0,8,1,0
7322,Laptops,Apple,207.1187305,66,0,16,4,1
7323,Smart Watches,Samsung,2135.375115,43,1,2,1,1
7324,Smartphones,Other Brands,2529.440011,56,1,7,4,1
7325,Smart Watches,HP,1620.196887,47,0,13,1,0
7326,Laptops,Other Brands,2683.649318,47,1,14,3,1
7327,Laptops,HP,2449.708864,45,0,1,5,1
7328,Laptops,Apple,1979.832762,59,0,5,5,1
7329,Smartphones,Sony,371.6505248,39,1,13,5,1
7330,Smart Watches,Other Brands,232.3361159,55,0,5,3,0
7331,Smartphones,Samsung,311.7417596,67,1,6,1,1
7332,Smartphones,Other Brands,2029.915651,66,0,4,5,1
7333,Smartphones,HP,871.8152159,69,1,4,5,1
7334,Smartphones,Sony,713.7518082,32,0,9,1,0
7335,Tablets,Other Brands,641.5835271,54,0,4,5,1
7336,Laptops,Apple,1184.990392,56,1,11,3,1
7337,Tablets,Other Brands,520.7059267,58,1,17,3,1
7338,Smartphones,Other Brands,1608.779284,36,0,1,4,1
7339,Headphones,Samsung,1965.625066,44,1,6,1,1
7340,Laptops,Apple,1262.344625,46,1,18,4,1
7341,Tablets,Apple,1325.326442,25,0,6,2,0
7342,Headphones,Samsung,990.8951496,59,1,19,4,1
7343,Smartphones,Other Brands,1796.738466,37,0,5,1,0
7344,Smartphones,HP,2597.322177,49,0,15,4,1
7345,Tablets,Sony,2037.289958,58,0,3,2,0
7346,Laptops,Other Brands,1291.187876,50,1,19,5,1
7347,Laptops,HP,1817.780941,30,0,16,2,0
7348,Headphones,Other Brands,591.1654453,46,1,17,3,1
7349,Laptops,HP,559.8202159,47,0,7,5,1
7350,Smart Watches,Other Brands,1673.219269,57,1,17,3,1
7351,Smart Watches,Sony,491.6658992,39,0,18,3,0
7352,Smartphones,Apple,1904.586869,38,0,14,5,1
7353,Smart Watches,Samsung,916.7064975,42,0,6,5,1
7354,Tablets,Samsung,1294.027226,30,1,15,1,0
7355,Tablets,HP,454.0215523,52,1,14,1,1
7356,Smartphones,Sony,1996.395265,60,0,17,2,0
7357,Smart Watches,Sony,1032.288646,46,1,16,3,1
7358,Smart Watches,Sony,1987.029069,18,1,9,4,1
7359,Tablets,Other Brands,2362.046932,21,0,12,1,0
7360,Smart Watches,Apple,2869.779432,67,0,16,4,1
7361,Headphones,HP,2949.690271,47,0,18,3,0
7362,Smart Watches,HP,1596.047173,34,1,9,4,1
7363,Laptops,Apple,162.997917,54,1,2,4,1
7364,Tablets,Other Brands,171.8408219,29,0,13,1,0
7365,Laptops,Apple,2407.674626,44,1,11,2,1
7366,Smart Watches,Sony,1513.309719,34,0,11,3,0
7367,Smartphones,Other Brands,2721.390558,63,0,5,2,0
7368,Headphones,Apple,2019.424191,61,1,18,3,1
7369,Smartphones,Sony,2061.850762,29,1,1,1,0
7370,Smartphones,Sony,587.2958853,27,1,13,5,1
7371,Tablets,Apple,116.9915522,23,0,8,2,0
7372,Smart Watches,HP,187.6773896,19,0,8,4,0
7373,Tablets,Samsung,1453.877994,69,1,4,3,1
7374,Headphones,Samsung,511.6856836,18,1,9,4,1
7375,Tablets,Apple,462.4456155,57,0,9,2,0
7376,Headphones,Samsung,1146.386144,43,0,4,5,1
7377,Laptops,HP,1050.573422,69,0,11,1,0
7378,Laptops,Sony,1691.85315,59,1,11,1,1
7379,Headphones,Apple,2556.870333,67,1,7,1,1
7380,Smart Watches,HP,2103.451888,30,1,6,5,1
7381,Tablets,Other Brands,2947.218259,18,1,18,2,0
7382,Smartphones,Sony,2702.896752,20,0,2,2,0
7383,Laptops,HP,2380.447911,40,1,11,5,1
7384,Headphones,Sony,979.8656894,26,0,16,1,0
7385,Tablets,Sony,861.94162,51,1,11,3,1
7386,Headphones,Other Brands,1350.014305,42,0,6,2,0
7387,Headphones,Other Brands,1682.392075,58,0,9,4,1
7388,Tablets,Samsung,2289.99681,36,0,2,5,1
7389,Headphones,HP,446.4742392,30,0,19,1,0
7390,Smartphones,Apple,1349.340732,57,1,6,5,1
7391,Smartphones,Sony,215.736426,54,1,8,2,1
7392,Tablets,HP,1618.35628,57,1,3,3,1
7393,Tablets,HP,2118.007407,53,1,1,4,1
7394,Tablets,Other Brands,2120.305529,28,0,10,3,0
7395,Smartphones,Sony,1047.055811,45,1,9,4,1
7396,Laptops,Samsung,1022.919234,65,1,6,3,1
7397,Tablets,Samsung,2053.264969,64,1,13,4,1
7398,Tablets,Sony,2594.645327,36,0,19,2,0
7399,Tablets,Apple,2316.196476,39,1,9,4,1
7400,Headphones,Other Brands,1020.030287,22,1,13,4,1
7401,Smartphones,Sony,781.9729247,53,1,3,3,1
7402,Tablets,Other Brands,2205.58798,57,1,13,5,1
7403,Tablets,Samsung,1475.141574,25,0,3,5,0
7404,Headphones,Sony,2119.317638,34,1,17,1,1
7405,Headphones,Apple,1229.257338,38,0,1,5,1
7406,Tablets,Samsung,113.9331602,26,0,6,5,0
7407,Headphones,HP,1458.101352,40,1,13,1,1
7408,Smart Watches,Sony,1548.594248,56,1,4,3,1
7409,Laptops,Other Brands,1977.907645,58,0,3,3,0
7410,Tablets,Sony,2115.01679,48,0,18,5,1
7411,Tablets,Sony,2878.078083,52,1,6,3,1
7412,Smartphones,Sony,2765.063602,38,0,9,3,0
7413,Smartphones,Other Brands,213.9909997,30,1,5,1,0
7414,Tablets,Other Brands,827.5337931,23,1,8,5,1
7415,Smart Watches,HP,1398.780908,67,0,5,2,0
7416,Tablets,HP,2066.462578,57,0,1,3,0
7417,Smartphones,Apple,611.1039831,28,1,7,5,1
